RETAILER,BRAND,Product,Product_category,OFFER
target,back to the roots,packaged meals & sides,pantry,"Back to the Roots Organic 3-In-1 Seed Starting Mix 12 quart, at Walmart or Target"
walmart,back to the roots,packaged meals & sides,pantry,"Back to the Roots Soils, select varieties, at Walmart"
,bandit,wine,alcohol,
,villa massa,spirits,alcohol,
,firestone walker oaktoberfest,beer,alcohol,
,skouts honor,bath & body,health & wellness,
,montelliana,wine,alcohol,
,zodiac,spirits,alcohol,
,simple truth,chips,snacks,
,lakewood brewing co,beer,alcohol,
,sedal,makeup,beauty,
,jacks,frozen pizza & pizza snacks,frozen,
,kettle & fire,soup & broth,pantry,
,molino della suga,wine,alcohol,
,sea cuisine,frozen meals,frozen,
,tide,bath & body,health & wellness,
,1941,spirits,alcohol,
,all,laundry supplies,household supplies,
,foodsaver,household supplies,household supplies,
,louis revoir,wine,alcohol,
,chang beer,beer,alcohol,
,rachael ray nutrish,packaged seafood,pantry,
,fitcrunch,candy,snacks,
,jose maria da fonseca,wine,alcohol,
,publix,water,beverages,
,artys,spirits,alcohol,
,wolffer estate,wine,alcohol,
,chameleon coffee,coffee,beverages,
,organics happy baby,baby bathing,baby & toddler,
,zagnut,candy,snacks,
,jel sert,pudding & gelatin,snacks,
,key food,fruit juices,beverages,
,codorniu,wine,alcohol,
,icicle brewing company,beer,alcohol,
,upper pass,beer,alcohol,
,zero gravity,beer,alcohol,
,left coast brewing co,beer,alcohol,
,first and local,wine,alcohol,
,bevy long drink,malt beverages,alcohol,
,old hamer,spirits,alcohol,
,graves,spirits,alcohol,
,social club seltzer,spirits,alcohol,
,black stack,beer,alcohol,
,st augustine distillery co,bath & body,health & wellness,
,saints alley,spirits,alcohol,
,praga,beer,alcohol,
,coronado brewing company,beer,alcohol,
,calazan,spirits,alcohol,
,blue mountain brewery,beer,alcohol,
,marie de moy,wine,alcohol,
,dewars portuguese smooth,spirits,alcohol,
walmart,entenmanns,wine,alcohol,Little Bites® Spend $10 at Walmart®
,munk pack,fruit & vegetable snacks,snacks,
,jacks abby jacks pack variety pack,beer,alcohol,
,old spice,hair care,health & wellness,
,ozark beer company,beer,alcohol,
,amylu,packaged meat,pantry,
,m2ama,wine,alcohol,
,two brothers,beer,alcohol,
,sho chiku bai,wine,alcohol,
,cappellos,frozen pizza & pizza snacks,frozen,
,masthead brewing co,beer,alcohol,
,perelada,wine,alcohol,
,bahlsen,cookies,snacks,
,ellicottville brewing company,beer,alcohol,
,fat bottom brewing co,beer,alcohol,
,summer water,wine,alcohol,
,boulevard brewing co,beer,alcohol,
,ebc variety pack,beer,alcohol,
,red oak,beer,alcohol,
,saugatuck variety pack,beer,alcohol,
,woolite,cooking & baking,pantry,
,rachael ray nutrish,rice & grains,pantry,
,mikes hard,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,bud light,malt beverages,alcohol,
,liquid-plumr,medicines & treatments,health & wellness,
,ro*tel,soup & broth,pantry,
,fort point beer co,beer,alcohol,
,weihenstephan variety pack,beer,alcohol,
,ypioca cachaca,spirits,alcohol,
,copper still,spirits,alcohol,
,montezuma,wine,alcohol,
,calibrate,wine,alcohol,
,ballatore,wine,alcohol,
,infusion key lime vanilla bean blonde ale,beer,alcohol,
,franks redhot,drink mixes,beverages,
,magners,fruit juices,beverages,
,deep ellum brewing co,beer,alcohol,
,wisconsin brewing co,beer,alcohol,
,wander ivy,wine,alcohol,
,alaskan hard seltzer variety pack,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,talisman,beer,alcohol,
,witherspoon,spirits,alcohol,
,simple truth,fruit & vegetable snacks,snacks,
,old el paso,dips & salsa,snacks,
,seagrams,spirits,alcohol,
,natural ice,beer,alcohol,
,wendy's,candy,snacks,
,lakeshore farms,wine,alcohol,
,fog bank,wine,alcohol,
,barrell seagrass,spirits,alcohol,
,goya,frozen meals,frozen,GOYA® Coconut Water
,goya,frozen meals,frozen,"GOYA® Adobo Seasoning, 8 ounce+"
,kens,red pasta sauce,pasta sauce,
,jackie os pub and brewery,beer,alcohol,
,safe & soft,feminine hygeine,health & wellness,
,oso brewing co,beer,alcohol,
,maestro dobel,spirits,alcohol,
,narragansett,beer,alcohol,
,mikes hard lemonade,malt beverages,alcohol,
,madtree brewing company,beer,alcohol,
,three philosophers,beer,alcohol,
,suavecito,spirits,alcohol,
,radeberger,beer,alcohol,
,barrel of monks,beer,alcohol,
,tarima,wine,alcohol,
,cali squeeze,beer,alcohol,
,wilsons orchard,fruit juices,beverages,
,hofbrauhaus freising,beer,alcohol,
,gran sello,wine,alcohol,
,learning resources,makeup,beauty,
,maui brewing co,beer,alcohol,
,greenbrier valley brewing co,beer,alcohol,
,grey goose,spirits,alcohol,
,locust cider,fruit juices,beverages,
,xicaru,spirits,alcohol,
,ceria,beer,alcohol,
,j vineyards,wine,alcohol,
,unibroue maudite,beer,alcohol,
,maplewood,beer,alcohol,
,ursus,spirits,alcohol,
,meredith,medicines & treatments,health & wellness,
,cattlemans cut,jerky & dried meat,snacks,
,mountain high,yogurt,dairy,
,clean & clear,skin care,health & wellness,
,wilson creek winery and vineyard,wine,alcohol,
,frey ranch,spirits,alcohol,
,soleo,wine,alcohol,
,pampelonne,wine,alcohol,
,austin beerworks,beer,alcohol,
,pau maui,spirits,alcohol,
,swamp head brewery,beer,alcohol,
,schloss eggenberg,beer,alcohol,
,vincenzi,wine,alcohol,
,evolution,fruit juices,beverages,
,wheatley vodka,spirits,alcohol,
,porta,wine,alcohol,
,manscaped,hair removal,health & wellness,
,slainte mhaith fighting 69,spirits,alcohol,
,flor de cana,spirits,alcohol,
,house of treats,deodorant & antiperspirant,health & wellness,
,fina estampa,spirits,alcohol,
,dyper,wine,alcohol,
,arcadia ales,beer,alcohol,
,old st nicks,spirits,alcohol,
,califia farms,fruit juices,beverages,
,pink party,wine,alcohol,
,empyrean brewing co,beer,alcohol,
,two robbers craft hard seltzer variety pack,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,sauza,malt beverages,alcohol,
,abita,malt beverages,alcohol,
,twenty six acres brewing company,beer,alcohol,
,meijer gold,wine,alcohol,
,bayern,beer,alcohol,
,sofia vergara,deodorant & antiperspirant,health & wellness,
,woodson,spirits,alcohol,
,camus,spirits,alcohol,
,corazon,spirits,alcohol,
,hub hopworks,beer,alcohol,
,ninkasi brewing company seasonal,beer,alcohol,
,bob evans,frozen breakfast,frozen,
,delirium noel,beer,alcohol,
,red rock winery,wine,alcohol,
,capstar,cooking & baking,pantry,
,black and white,spirits,alcohol,
,florida cane,spirits,alcohol,
,think!,medicines & treatments,health & wellness,
,bayern variety pack,beer,alcohol,
,santa silvana in villa,wine,alcohol,
,bud light crisp,beer,alcohol,
,avalon,wine,alcohol,
,whitehaven,wine,alcohol,
,tutela,wine,alcohol,
,maine beer company,beer,alcohol,
,ice breakers,fruit & vegetable snacks,snacks,
,seoul saeng,wine,alcohol,
,boboli pizza crust,prepared meals,deli & bakery,
,astepro allergy,medicines & treatments,health & wellness,
,rum chata frappa chata,spirits,alcohol,
,sagamore spirit,spirits,alcohol,
,hanes,feminine hygeine,health & wellness,
,progresso,bread,pantry,
,cantu,hair care,health & wellness,
,ayinger,beer,alcohol,
,pinhook,spirits,alcohol,
,luvs,diapering,baby & toddler,
,meow mix,frozen beef,frozen meat,
,altoids,gum,candy,
,big sky brewing company big sky brewing company,beer,alcohol,
,impossible,frozen plant-based meat,frozen,
,oharas,beer,alcohol,
,fabrizia,drink mixes,beverages,
,baken-ets,bakery,deli & bakery,
,waterbird,spirits,alcohol,
,new life,bath & body,health & wellness,
,west side,beer,alcohol,
,first force oxy,bath & body,health & wellness,
,dole,packaged fruit & applesauce,pantry,
,ocean,spirits,alcohol,
,egans,spirits,alcohol,
,java beach,wine,alcohol,
,simple,skin care,health & wellness,
,perisecco,wine,alcohol,
,delirium nocturnum,beer,alcohol,
,absolut rtd,spirits,alcohol,
,wrigleys,packaged vegetables,pantry,
,hop valley,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,asahi,beer,alcohol,
,flying bison brewing company,beer,alcohol,
,zevo,pest control,household supplies,
,ooly,household supplies,household supplies,
,belvita,"cereal, granola, & toaster pastries",pantry,
,seventh generation,household cleaning supplies,household supplies,
,the ohso co,bath & body,health & wellness,
,sockeye variety pack,beer,alcohol,
,lord hobo brewing company,beer,alcohol,
,independence,beer,alcohol,
,sonder brewing,beer,alcohol,
,ocean spray,fruit & vegetable snacks,snacks,
,keweenaw brewing company,beer,alcohol,
,cafe rumba,spirits,alcohol,
,cupcake light hearted,wine,alcohol,
,nutro,frozen chicken,frozen meat,
,wincraft,household supplies,household supplies,
,pabst genuine draft,beer,alcohol,
,stillmank beer company,beer,alcohol,
,twang,drink mixes,beverages,
,larceny,spirits,alcohol,
,natuchips,chips,snacks,NatuChips® Plantain Chips
,old bay,spirits,alcohol,
,castle danger variety pack,beer,alcohol,
,sobon estate,wine,alcohol,
,success,rice & grains,pantry,
,99 sour berry,spirits,alcohol,
,joh. a. benckiser gmbh,nail care,beauty,
,market essentials,chips,snacks,
,van der hagen,hair removal,health & wellness,
,sunbeam,wine,alcohol,
,ahold,bakery,deli & bakery,
,kivroj,spirits,alcohol,
,queen anne,candy,snacks,
,bully boy distillers,spirits,alcohol,
,tallgrass brewing company,beer,alcohol,
,montoya,wine,alcohol,
,shacksbury,fruit juices,beverages,
,pancho's,cooking & baking,pantry,
,kentucky coffee,spirits,alcohol,
,vandori,wine,alcohol,
,mothers,cookies,snacks,
,superstition meadery,wine,alcohol,
,sisters hard seltzer,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,celsius,water,beverages,
,serenity kids,candy,snacks,
,summer lakes beverage,drink mixes,beverages,
,omni brewing co,beer,alcohol,
,seven peaks,malt beverages,alcohol,
,map,beer,alcohol,
,jamie stewart,spirits,alcohol,
,fosters,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,northern,household supplies,household supplies,
,dannon low fat,yogurt,dairy,
,diamond knot brewing co,beer,alcohol,
,rambling route,fruit juices,beverages,
,masottina,wine,alcohol,
,cahaba brewing co,beer,alcohol,
,michel schlumberger,wine,alcohol,
,folds of honor,bath & body,health & wellness,
,fox river brewing co,beer,alcohol,
,mothers cookies,cookies,snacks,
,lila,wine,alcohol,
,ajax,cooking & baking,pantry,
,good vibes,deodorant & antiperspirant,health & wellness,
,ls,spirits,alcohol,
,jacqui and davids jdman,body fragrances,beauty,
,taj mahal,beer,alcohol,
,old rasputin,beer,alcohol,
,monaco,spirits,alcohol,
,pinthouse pizza electric jellyfish hazy ipa,beer,alcohol,
,dust bowl brewing co,beer,alcohol,
,green flame,spirits,alcohol,
,freedent,gum,candy,
,third space brewing,beer,alcohol,
,sycamore,beer,alcohol,
,sibling revelry brewing,beer,alcohol,
,hodo,dairy,dairy,
,cabarrus brewing co,beer,alcohol,
,flower pretty deadly,deodorant & antiperspirant,health & wellness,
,partake,beer,alcohol,
,seedlip,spirits,alcohol,
,smokehead,spirits,alcohol,
,1220,spirits,alcohol,
,golden state cider,fruit juices,beverages,
,blue mountain barrel house,beer,alcohol,
,dominion,beer,alcohol,
,villa one,spirits,alcohol,
,four day ray,beer,alcohol,
,estancia,wine,alcohol,
,three weav3rs,beer,alcohol,
,royal winston,spirits,alcohol,
,presto,wine,alcohol,
,saddle bronc,beer,alcohol,
,island district,spirits,alcohol,
,gossamer bay,wine,alcohol,
,occidental brewing co,beer,alcohol,
,krombacher,beer,alcohol,
,cinnabon,coffee,beverages,
,house of the dragon,wine,alcohol,
,lost lake,beer,alcohol,
,montenegro,spirits,alcohol,
,mtn dew amp,carbonated soft drinks,beverages,
,andré,wine,alcohol,
,impossible,frozen chicken,frozen meat,
,inscription,wine,alcohol,
,san miguel,beer,alcohol,
,rusty rail brewing company,beer,alcohol,
,herradura ultra,spirits,alcohol,
,bartenura,wine,alcohol,
,conchita,drink mixes,beverages,
,pronto bella,wine,alcohol,
,gypsy circus stilt walker & the tall boys ci,fruit juices,beverages,
,dels,malt beverages,alcohol,
,sabritas,chips,snacks,
,sangaria,spirits,alcohol,
,brasseurs sans gluten glutenberg tasters sel,beer,alcohol,
,tyranena brewing co,beer,alcohol,
,kodiak oatmeal,"cereal, granola, & toaster pastries",pantry,
,crown royal fine de luxe,spirits,alcohol,
,post,rice & grains,pantry,
shop rite,gortons,frozen seafood,frozen meat,"Gorton's, at select retailers"
walmart,gortons,frozen seafood,frozen meat,"Gorton's Air Fried Butterfly Shrimp, at Walmart"
stop & shop,gortons,frozen seafood,frozen meat,"Gorton's, at select retailers"
stop & shop,gortons,frozen seafood,frozen meat,Gorton's at select retailers
walmart,gortons,frozen seafood,frozen meat,Gorton's at select retailers
,tamdhu,spirits,alcohol,
,ritas,malt beverages,alcohol,
,barenjager,spirits,alcohol,
,wish you were here,wine,alcohol,
,sheridan vineyard,wine,alcohol,
,elysian brewing company golden road brewing goose island beer co kona brewing co,beer,alcohol,
,plume and petal,spirits,alcohol,
,twix,cookies,snacks,"TWIX®, select sizes"
,twix,cookies,snacks,"TWIX®, select varieties"
,laroche,wine,alcohol,
,gia russa,wine,alcohol,
,grand pacific,wine,alcohol,
,paper magic,household supplies,household supplies,
,ryan,carbonated soft drinks,beverages,
,whistle pig,spirits,alcohol,
,red wolf,beer,alcohol,
,tassajara,wine,alcohol,
,natures bakery,crackers,snacks,
,boundary bay,beer,alcohol,
,kasteel,beer,alcohol,
,stinky gringo,spirits,alcohol,
,tamarack brewing company,beer,alcohol,
,north peak brewing company,beer,alcohol,
,roma,frozen pizza & pizza snacks,frozen,
,fisher boy,frozen meals,frozen,
,seersucker,spirits,alcohol,
,evil twin brewing,beer,alcohol,
,epic,chips,snacks,
,ratio,nuts & seeds,snacks,:ratio™ KETO* Friendly Cereal OR Granola
,il carnevale,wine,alcohol,
,sugarlands distilling co,spirits,alcohol,
,three heads brewing,beer,alcohol,
,cayman reef,spirits,alcohol,
,parallel 44,wine,alcohol,
,jugo fuerte mikes,malt beverages,alcohol,
,radiant pig craft beers,beer,alcohol,
,boylans,carbonated soft drinks,beverages,
,amb,beer,alcohol,
,van steenberge belgium ale sampler,beer,alcohol,
,mb,beer,alcohol,
,slo brew tio rodrigo craft beer michelada fi,beer,alcohol,
,familie steffen,wine,alcohol,
,sonoma loeb,wine,alcohol,
,the big red monster,wine,alcohol,
,takis,chips,snacks,
,vine smoothie,wine,alcohol,
,heinz,cooking & baking,pantry,
,bobos,crackers,snacks,
,stack house,wine,alcohol,
,sycamore brewing,beer,alcohol,
,the bakery,bakery,deli & bakery,
,bear republic,beer,alcohol,
,samuel smith,fruit juices,beverages,
,platinum 10x,spirits,alcohol,
,dark horse brewing co,beer,alcohol,
,paddys,spirits,alcohol,
,glen moray,spirits,alcohol,
,arcturos,wine,alcohol,
,two beers brewing co,beer,alcohol,
,george killians,beer,alcohol,
,lincoln,beer,alcohol,
,vino frost wine slushy,wine,alcohol,
,austin eastciders,fruit juices,beverages,
,saranac weekend warrior thirst quencher vari,beer,alcohol,
,chateau souverain,wine,alcohol,
,milwaukee's best light,makeup,beauty,
,krispy kreme,coffee,beverages,
,mcguires,spirits,alcohol,
,watermelon burst,spirits,alcohol,
,first street h and h 1871,spirits,alcohol,
,cbd medic,bath & body,health & wellness,
,vanderpump,wine,alcohol,
,el destilador,spirits,alcohol,
,fuerte mi cr stal,beer,alcohol,
,buzz tallz,wine,alcohol,
,private selection,sauces & marinades,pantry,
,price first,bath & body,health & wellness,
,two ees winery,wine,alcohol,
,choya,spirits,alcohol,
,cantine montagna,wine,alcohol,
,nobrand,packaged meat,pantry,
,pacific sparkling craft seltzer fizzy pack v,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,dole foods,frozen fruits,frozen,
,pensacola bay brewery,beer,alcohol,
,bad weather brewing company,beer,alcohol,
,colonial,bakery,deli & bakery,
,grand teton brewing co,beer,alcohol,
,villa m,wine,alcohol,
,phoenix,spirits,alcohol,
,thrive,wine,alcohol,
,red knot,wine,alcohol,
,d9 brewing co,beer,alcohol,
,beck's,spirits,alcohol,
,harvey and harriet,wine,alcohol,
,mar azul,spirits,alcohol,
,evian,water,beverages,
,kind frozen,frozen desserts,frozen,
,samuel adams seasonal,beer,alcohol,
,exchange select,bath & body,health & wellness,
,smile and save,bath & body,health & wellness,
,montebello,spirits,alcohol,
